code,name,start_date,end_date,cup_formed,reason
002421,达实智能,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002422,科伦药业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002423,中粮资本,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002425,凯撒文化,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002426,胜利精密,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002427,尤夫股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002428,云南锗业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002429,兆驰股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002430,杭氧股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002431,棕榈股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002432,九安医疗,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002434,万里扬,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002436,兴森科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002437,誉衡药业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002438,江苏神通,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002439,启明星辰,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002440,闰土股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002441,众业达,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002442,龙星科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002443,金洲管道,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002444,巨星科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002445,中南文化,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002446,盛路通信,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002448,中原内配,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002449,国星光电,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002451,摩恩电气,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002452,长高电新,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002453,华软科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002454,松芝股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002455,百川股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002456,欧菲光,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002457,青龙管业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002458,益生股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002459,晶澳科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002460,赣锋锂业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002461,珠江啤酒,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002462,嘉事堂,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002463,沪电股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002465,海格通信,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002466,天齐锂业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002467,二六三,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002468,申通快递,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002469,三维化学,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002470,金正大,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002471,中超控股,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002472,双环传动,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002474,榕基软件,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002475,立讯精密,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002476,宝莫股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002478,常宝股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002479,富春环保,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002480,新筑股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002481,双塔食品,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002482,广田集团,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002483,润邦股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002484,江海股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002486,嘉麟杰,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002487,大金重工,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002488,金固股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002489,浙江永强,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002490,山东墨龙,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002491,通鼎互联,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002492,恒基达鑫,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002493,荣盛石化,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002494,华斯股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002495,佳隆股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002497,雅化集团,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002498,汉缆股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002500,山西证券,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002501,利源股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002506,协鑫集成,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002507,涪陵榨菜,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002508,老板电器,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002510,天汽模,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002511,中顺洁柔,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002513,蓝丰生化,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002514,宝馨科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002515,金字火腿,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002516,旷达科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002517,恺英网络,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002518,科士达,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002519,银河电子,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002520,日发精机,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002521,齐峰新材,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002522,浙江众成,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002523,天桥起重,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002524,光正眼科,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002526,山东矿机,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002527,新时达,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002530,金财互联,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002531,天顺风能,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002532,天山铝业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002533,金杯电工,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002534,西子洁能,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002535,林州重机,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002536,飞龙股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002537,海联金汇,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002538,司尔特,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002539,云图控股,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002540,亚太科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002541,鸿路钢构,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002542,中化岩土,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002543,万和电气,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002544,普天科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002545,东方铁塔,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002546,新联电子,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002547,春兴精工,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002548,金新农,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002549,凯美特气,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002550,千红制药,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002551,尚荣医疗,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002552,宝鼎科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002553,南方精工,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002554,惠博普,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002555,三七互娱,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002556,辉隆股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002557,洽洽食品,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002558,巨人网络,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002559,亚威股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002560,通达股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002561,徐家汇,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002562,兄弟科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002563,森马服饰,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002564,天沃科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002565,顺灏股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002566,益盛药业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002567,唐人神,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002568,百润股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002570,贝因美,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002571,德力股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002572,索菲亚,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002573,清新环境,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002574,明牌珠宝,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002575,群兴玩具,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002576,通达动力,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002577,雷柏科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002578,闽发铝业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002579,中京电子,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002580,圣阳股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002582,好想你,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002583,海能达,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002584,西陇科学,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002585,双星新材,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002587,奥拓电子,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002588,史丹利,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002589,瑞康医药,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002590,万安科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002591,恒大高新,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002593,日上集团,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002594,比亚迪,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002595,豪迈科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002596,海南瑞泽,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002597,金禾实业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002598,山东章鼓,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002599,盛通股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002600,领益智造,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002601,龙佰集团,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002602,世纪华通,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002603,以岭药业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002605,姚记科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002606,大连电瓷,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002607,中公教育,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002608,江苏国信,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002609,捷顺科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002611,东方精工,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002612,朗姿股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002613,北玻股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002614,奥佳华,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002615,哈尔斯,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002616,长青集团,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002617,露笑科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002622,皓宸医疗,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002623,亚玛顿,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002624,完美世界,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002625,光启技术,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002626,金达威,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002627,三峡旅游,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002628,成都路桥,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002629,仁智股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002631,德尔未来,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002632,道明光学,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002633,申科股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002634,棒杰股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002635,安洁科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002636,金安国纪,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002637,赞宇科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002638,勤上股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002639,雪人集团,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002640,跨境通,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002641,公元股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002642,荣联科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002643,万润股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002644,佛慈制药,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002645,华宏科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002646,天佑德酒,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002648,卫星化学,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002649,博彦科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002651,利君股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002652,扬子新材,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002653,海思科,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002654,万润科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002655,共达电声,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002657,中科金财,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002658,雪迪龙,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002659,凯文教育,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002660,茂硕电源,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002661,克明食品,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002662,峰璟股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002663,普邦股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002664,信质集团,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002666,德联集团,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002667,威领股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002668,TCL智家,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002669,康达新材,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002670,国盛证券,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002671,龙泉股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002672,东江环保,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002673,西部证券,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002674,兴业科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002675,东诚药业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002676,顺威股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002677,浙江美大,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002678,珠江钢琴,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002679,福建金森,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002681,奋达科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002682,龙洲股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002683,广东宏大,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002685,华东重机,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002686,亿利达,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002687,乔治白,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002688,金河生物,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002690,美亚光电,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002691,冀凯股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002692,远程股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002694,顾地科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002695,煌上煌,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002696,百洋股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002697,红旗连锁,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002698,博实股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002700,万憬能源,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002701,奥瑞金,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002702,海欣食品,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002703,浙江世宝,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002705,新宝股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002706,良信股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002707,众信旅游,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002708,光洋股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002709,天赐材料,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002712,思美传媒,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002714,牧原股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002715,登云股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002716,湖南白银,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002718,友邦吊顶,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002719,麦趣尔,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002721,金一文化,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002722,物产金轮,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002723,小崧股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002724,海洋王,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002725,跃岭股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002726,龙大美食,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002727,一心堂,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002728,特一药业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002729,好利科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002730,电光科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002732,燕塘乳业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002733,雄韬股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002734,利民股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002735,王子新材,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002736,国信证券,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002737,葵花药业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002738,中矿资源,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002739,万达电影,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002741,光华科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002743,富煌钢构,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002745,木林森,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002746,仙坛股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002747,埃斯顿,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002748,世龙实业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002749,国光股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002752,昇兴股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002753,永东股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002755,奥赛康,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002756,永兴材料,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002757,南兴股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002758,浙农股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002759,天际股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002760,凤形股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002761,浙江建投,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002763,汇洁股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002765,蓝黛科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002766,索菱股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002767,先锋电子,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002768,国恩股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002769,普路通,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002771,真视通,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002772,众兴菌业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002773,康弘药业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002774,快意电梯,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002775,文科股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002777,久远银海,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002778,中晟高科,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002779,中坚科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002780,三夫户外,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002782,可立克,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002783,凯龙股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002785,万里石,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002786,银宝山新,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002787,华源控股,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002788,鹭燕医药,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002790,瑞尔特,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002791,坚朗五金,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002792,通宇通讯,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002793,罗欣药业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002795,永和智控,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002796,世嘉科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002797,第一创业,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002798,帝欧水华,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002799,环球印务,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002800,天顺股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002801,微光股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002802,洪汇新材,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002803,吉宏股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002805,丰元股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002806,华锋股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002807,江阴银行,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002809,红墙股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002810,山东赫达,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002811,郑中设计,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002812,恩捷股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002813,路畅科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002815,崇达技术,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002817,黄山胶囊,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002818,富森美,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002819,东方中科,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002820,桂发祥,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002821,凯莱英,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002823,凯中精密,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002824,和胜股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002825,纳尔股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002826,易明医药,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002827,高争民爆,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002828,贝肯能源,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002829,星网宇达,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002830,名雕股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002831,裕同科技,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002832,比音勒芬,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002833,弘亚数控,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002835,同为股份,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002836,新宏泽,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
002837,英维克,2024-09-01,2025-05-26,False,Insufficient data (need 310+ days)
